13:41.2,62,200000.0781,175.78,0,0,0,0,0
13:33.5,61,158270.8438,827.9,0,0,0,0,0
13:25.8,60,125248.1094,679.31,0,0,0,0,0
13:18.1,59,99115.4688,456.71,601.58,59.993523,17.7555,-57.3059,1.2703
13:10.4,58,78435.4141,129.54,389.6,333.461243,-46.3749,-330.2208,1.7103
13:02.7,57,62070.1016,704.55,482.89,116.404594,-97.626,-63.3971,2.5656
12:55.0,56,49119.4141,1439.41,2740,130.913528,65.2208,-113.5103,1.0493
12:47.3,55,38870.8398,2092.72,3008.45,135.314484,-22.5856,-133.4163,1.7385
12:39.6,54,30760.5234,1607.72,3197.75,148.202026,67.3174,-132.0311,1.0993
12:31.8,53,24342.4609,4270.04,3323.5,38.481251,-28.5382,-25.8143,2.4063
12:24.1,52,19263.4785,4552.95,3292.5,33.296722,-31.85,9.7082,-2.8457
12:16.4,51,15244.2295,5752.73,3385.07,173.8965,-173.882,-2.2489,3.1287
12:08.7,50,12063.5801,2179.58,3446.97,224.267105,-139.8526,-175.3197,2.2441
12:01.0,49,9546.5508,9573.27,3486.54,106.347763,-98.2178,-40.7813,2.748
11:53.3,48,7554.7002,176160.44,3510.49,110.333427,-110.2815,3.3842,-3.1109
11:45.6,47,5978.4282,14713.05,3525.94,110.393448,-107.333,25.8134,-2.9056
11:37.9,46,4731.0522,2758.61,3535.05,215.757263,-167.4233,136.0905,-2.4591
11:30.2,45,3743.9368,6026.21,3541.45,181.229431,-181.2249,1.2743,-3.1346
11:22.5,44,2962.7756,8021.11,3545.15,93.905731,-84.3006,41.3727,-2.6854
11:14.8,43,2344.604,2413.51,3547.97,53.718506,50.8201,17.4067,-0.33
11:07.1,42,1855.4095,705,3549.36,471.143494,435.9472,178.679,-0.389
10:59.3,41,1468.2839,1305.3,3550.53,250.230728,74.9208,-238.7515,1.2667
10:51.6,40,1161.9323,2957.05,3550.45,83.833885,-7.9695,-83.4542,1.666
10:43.9,39,919.4991,2005.96,3552.9,121.716316,53.7373,-109.2116,1.1135
10:36.2,38,727.6487,1408.16,3551.86,183.649048,151.0137,104.5076,-0.6054
10:28.5,37,575.8274,974.16,3551.33,297.608765,267.1327,131.1911,-0.4565
10:20.8,36,455.6827,730.33,3552.61,641.281494,-483.752,420.9822,-2.4255
10:13.1,35,360.6061,2735.17,3551.88,236.297699,-212.7818,-102.7643,2.6917
10:05.4,34,285.367,2301.68,3551.89,115.187584,16.1152,114.0547,-1.4304
09:57.7,33,225.8261,2675.84,3551.17,157.363861,-71.9781,139.9376,-2.0459
09:50.0,32,178.7082,983.22,3552.73,301.605255,269.9214,134.5665,-0.4625
09:42.2,31,141.4214,1480.5,3552.41,158.195023,154.587,33.5934,-0.214
09:34.5,30,111.9143,10169.79,3550.3,79.611404,-76.6865,-21.3812,2.8697
09:26.8,29,88.5638,565.2,3549.91,648.502075,282.9128,583.5369,-1.1194
09:16.9,28,70.0852,869.84,3552.21,388.356995,201.2325,332.1545,-1.0261
09:09.2,27,55.4622,6022.83,3551.88,180.233124,-178.5402,24.6453,-3.0044
09:01.5,26,43.8902,2977.08,18145.56,594.031799,439.3746,399.7796,-0.7382
08:53.8,25,34.7327,2531.85,18151.65,708.766541,563.6348,429.7276,-0.6514
08:46.1,24,27.4858,2333.27,18152.88,767.105347,656.8171,396.285,-0.5429
08:38.4,23,21.751,1970.22,18151.91,945.987549,669.3219,668.5062,-0.7848
08:30.7,22,17.2127,2255.93,18149.89,819.235535,550.296,606.8947,-0.8343
08:22.9,21,13.6213,1827.66,18145.19,1037.467529,627.468,826.2099,-0.9213
08:15.2,20,10.7793,1432.95,18146.79,1340.267822,766.6139,1099.373,-0.9619
08:07.5,19,8.5302,2825.79,36839.94,1389.878784,772.2887,1155.5662,-0.9816
07:56.8,18,6.7504,1970.1,36858.59,2025.150635,1077.2218,1714.8844,-1.0099
07:46.1,17,5.342,1870.28,36852.39,2139.679688,1083.9508,1844.7981,-1.0396
07:35.4,16,4.2274,3814.81,73055.52,2072.030518,1075.5018,1771.0466,-1.025
07:18.0,15,3.3454,3044.31,73042.88,2613.824951,1312.3878,2260.4688,-1.0448
07:00.4,14,2.6474,2396.4,73061.64,3345.801758,1639.572,2916.5378,-1.0587
06:42.5,13,2.095,2006.26,73044.34,4002.276855,1983.4384,3476.2324,-1.0523
06:12.4,12,1.6579,1665.66,73050.83,4835.889648,2242.0127,4284.7646,-1.0887
05:41.9,11,1.312,1360.02,73042.52,5939.278809,2512.3645,5381.7339,-1.134
05:10.9,10,1.0382,1195.86,73040.44,6751.877441,2922.4966,6086.6133,-1.1232
04:18.3,9,0.8216,2085.73,125300.35,7755.984863,3336.6836,7001.5601,-1.1261
03:18.3,8,0.6502,1728.23,125340.01,9342.904297,3663.2268,8594.8027,-1.1679
02:16.4,7,0.5145,1314.37,125870.86,12241,4658.1504,11320.0586,-1.1804
00:51.0,6,0.4072,2174.2,70.58,464141.9688,160777.2656,435406.0625,-1.2171
59:07.5,5,0.3222,1939.06,126.19,266369.2813,-9862.8662,266186.625,-1.6078
57:20.2,4,0.255,1418.66,263.59,125855.8594,-104036.4531,70824.5234,-2.5439
55:28.0,3,0.2018,1257.4,524.27,54853.67969,-53015.8711,14079.9053,-2.882
53:29.5,2,0.1597,986.15,892.95,3594.086426,477.2942,-3562.2532,1.4376
51:23.3,1,0.1264,706.82,1165.11,63512.35938,34012.7305,53637.2461,-1.0057
49:07.1,0,0.1,462.65,3490.18,151241.4375,-148582.9375,28232.6289,-2.9538
